암호화요양기호,요양기관명,위치_공공건물(장소)명,위치_방향,위치_거리,주차_가능대수,주차_비용 부담여부,주차_기타 안내사항,휴진안내_일요일,휴진안내_공휴일,응급실_주간_운영여부,응급실_주간_전화번호1,응급실_주간_전화번호2,응급실_야간_운영여부,응급실_야간_전화번호1,응급실_야간_전화번호2,점심시간_평일,점심시간_토요일,접수시간_평일,접수시간_토요일,SunStart,SunEnd,MonStart,MonEnd,TuesStart,TuesEnd,WedStart,WedEnd,ThursStart,ThursEnd,FriStart,FriEnd,SatStart,SatEnd
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjE4MzIjNjEjJDEjJDgjJDgz,김재연한의원,삼성전자디지털프라자,정문 좌측,10미터,3,N,진료 1시간 무료,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,점심시간없음,"08시 30분~12시, 14시 00분~17시. 목요일 12시까지",09시 30분~13시,,,0830,1800,0830,1800,0830,1800,0830,1300,0830,1800,0830,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,해광한의원,,,,0,N,1시간 무료주차,휴진,2시까지 진료,N,,,N,,,13:00~14:00,,,,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjNDEjJDEjJDQjJDgz,소문한의원,"대연동 못골시장내 롯데마트 옆, 혹은 새마을금고 맞은편",남구청 방향으로 5미터,,,,,,,N,,,N,,,오후1시~2시,오후 1시~2시,오전 9시부터 진료시간내,오전9시부터 진료시간내,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,박인범한의원,냉정로 227,,,25,Y,공용 노상 주차장,휴진,휴진/대체공휴일 진료,N,,,N,,,12시30분~14시00분,없음,9:00~18:30,9:00~13:00,,,0900,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQ5MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,윤혜리한의원,명지 오션타워,롯데리아 2층,,30,N,,전부 휴진,전부 휴진,N,,,N,,,12시30분~14시00분,,,,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQ5MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,하늘마음한의원,SC제일은행,정문에서 좌측,,36,N,"그랜져TG, NF소나타, SM5 이하의 차량은 건물지하 주차가능. 이외 차량과 SUV차량 및 대형차종은 한의원으로 오시기 전 전화부탁드립니다.",전부 휴진,전부 휴진,N,,,N,,,"13시~14시(화,목:13시~14시30분)",,"월,수,금:10시~18시 화,목:10시~21시",9시30분~15시30분,,,1000,1800,1000,2100,1000,1800,1000,2100,1000,1800,0930,1530
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQ5OSQ0NjE0ODEjODEjJDEjJDIjJDgz,지성한의원,,,,,,,,,N,,,N,,,13시 - 14시,없음,9시 00분  - 18시 10분,9시 00분 - 13시 10분,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz,경희홍익한의원,다대포해수욕장역 1번출구,,1m,0,N,한의원 맞은편 대우주차장 1시간 무료 주차 지원합니다.,전부 휴진,전부휴진,N,,,N,,,13:00 ~ 14:00,점심시간 없이 2시까지 진료합니다.,,,,,0930,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz,이동윤한의원,,,,,,진료 30분 무료,전부 휴진,전부 휴진,N,,,N,,,12시30분~14시00분,,09시30분~17시30분,09시30분~12시30분,,,0930,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQwMyQyNjEwMDIjNjEjJDEjJDAjJDgz,평안한의원,,,,,,,전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,,,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQwMyQzNjEwMDIjNzEjJDEjJDgjJDgz,건담한의원,영광도서,맞은편,5m,,,,전부휴진,전부휴진,Y,051-466-2828,,N,,,13시00분~14시00분,,,,,,1000,2000,1000,1800,1000,2000,1000,1800,1000,1800,0930,1500
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ5IyQwMyQzNjEyMjIjNjEjJDEjJDQjJDgz,경희은한의원,,,,,,,,,N,,,N,,,,,,,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ2MiQyNjEyMjIjNDEjJDEjJDgjJDgz,덕산한의원,개금골목시장,골목시장 맞은편 농협옆,4층상가,1,Y,도로변 공영주차장 1시간 1200원에 주차,전부 휴진,오후 1시까지 진료,N,,,N,,,13시00분~14시00분 (수요일 오후는 휴진),,,,,,0900,1830,0900,1830,0900,1300,0900,1830,0900,1830,0900,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,코코한의원,,,,,,,,,N,,,N,,,1:00~2:00,점심시간 진료,,,,,1000,1830,1000,1830,1400,1830,1000,1830,1000,1830,1000,1500
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE4MzIjNjEjJDEjJDgjJDgz,다솜한의원,,,,,,,전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,,,,,,0900,1800,0900,1800,0900,1800,0900,1300,0900,1800,0900,1800
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ3OSQyNjE0ODEjNjEjJDEjJDQjJDgz,괴정동의한의원,괴정사거리 농협옆 2층,대티방향,5미터,0,N,괴정엔스타 지하주차장에 주차하시면 됩니다.,휴진,휴진,N,,,N,,,12시 40분 부터 2시,점심시간 없음,,,,,0930,0650,0930,0650,0930,0650,0930,0650,0930,0650,0930,1500
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,강한의원,,,,100,N,,전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,점심시간 없음,09시00분~18시30분,09시00분~12시30분,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ3OSQzNjE0ODEjODEjJDEjJDIjJDgz,해수한의원,,,,1,N,,,,N,,,N,,,,,,,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ4MiQyNjE4MzIjNTEjJDEjJDYjJDgz,버드나무한의원,버드나무한의원,시청과 경찰청 사이에서,거제시장방향으로 100m,8,N,,휴무,"15시 이후휴진, 설,추석명절휴무",N,,,N,,,13시30분 ~ 14시30분,없음,,,0000,0000,0900,2000,0900,1900,0900,1900,0900,1900,0900,2000,0900,1500
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,정담한의원,,,,3,N,,휴진,오전진료(9;30~13;30),N,,,N,,,12:30~14:00,없음,"월수금 : 09시30분~18;00,   화목 : 14:00~19:00",09시30분~13시00,,,0930,1830,1400,1930,0930,1830,1400,1930,0930,1830,0930,1330
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ4OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,보경한의원,,,,,,,,,N,,,N,,,,,,,,,0930,2100,0930,1900,0930,1900,1400,2100,0930,1900,0900,1500
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ4OSQyNjEyMjIjODEjJDEjJDYjJDgz,재생한의원,부산 북구 기찰로12 이수타워 1층 재생한의원,덕천로타리,,2,Y,외부주차시 주차비 일부 지원합니다.,휴진,9시- 14시까지 진료합니다.,N,,,N,,,13시 - 14시,,09시 00부터 근무시간 내에.,09시00분~ 13시 30분.,,,0900,1900,0900,1900,0900,1900,1400,2100,0900,1900,0900,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,호박한의원,"용호사거리 부산은행 건물 옆, 한마음클리닉 6층",,,,,,휴진,9:30~13:00,N,,,N,,,12:30~14:00,,,예약진료,,,0930,1830,0930,1830,0930,1830,0930,1330,0930,1830,1000,1330
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQwMyQyNjEyMjIjNDEjJDEjJDQjJDgz,민창한의원,뉴코아아울렛,뉴코아아울렛 왼편 괴정시장 입구,괴정시장 입구에서 10m,100,N,"코리아주차장, 뉴코아아울렛(10:30이후)",전부휴진,전부휴진,N,,,N,,,12:30~14:00,,09시~19시,,,,0900,1930,0900,1900,0900,1900,0900,1900,0900,1930,,
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,해은한의원,,,,30,N,주차권발급요함,"전부휴진(&추석,설날,크리스마스,어린이날)",5시까지,N,,,N,,,13시00분 ~ 14시00분,13시00분 ~ 14시00분,오전진료:09시30분 ~ 12시30분 오후진료14시00분~18시30분,오전진료:09시30분 ~ 12시30분 오후진료14시00분~16시00분,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQxIyQxMyQzNjE0ODEjNTEjJDEjJDYjJDgz,청담약손한의원,"지하철 10번출구 농협 괴정동 지점, 2층",,,0,Y,괴정엔스타 지하주차장 및 코리아 주차장 1시간 무료,휴진,9시-1시까지,N,,,N,,,13:00-14:00,,,,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQyIyQ1IyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz,이성록한의원,학장동 목화아파트입구 건너편 명정빌딩3층,목화아파트앞 횡단보도 건너편 바로 보이는 건물,목화아파트입구에서 10m,50,N,통영횟집주차장(한울유치원앞공터)에 차를 대고 통영횟집에 말하고 오시면 됩니다.,휴진,휴진,N,,,N,,,오후1시~2시,점심시간 없음,9시30분~7시,9시30분~2시,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQyIyQ1IyQwMCQzNjEwMDIjNjEjJDEjJDAjJDgz,평화강한의원,반여1동 국민은행 2층. 반여탑마트 근처,,,1,N,"주위 주차장(삼성,반여) 주차권 가져오시면 1시간 주차료 드립니다.",전부 휴진,전부 휴진,N,,,N,,,1시~2시,,"9시30분~12시 30분, 오후 2시~6시30분(목요일은 오전진료만)",9시30분~12시30분,,,0930,1900,0930,1900,0930,1900,0930,1300,0930,1900,0930,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQyIyQ5IyQwMCQyNjEwMDIjODEjJDEjJDIjJDgz,영도한의원,영도소방서와 영도하이마트 중간에 위치,국민은행 맞은편,,10,N,"진료 2시간 무료 ,오션트라움 지하주차장 (하이마트 골목 우회전)",휴진,휴진,N,,,N,,,13시00분~14시00분,,,,,,0830,1900,0830,1900,0830,1900,0830,1900,0830,1900,0830,1900
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQyIyQxIyQwMCQyNjEwMDIjNjEjJDEjJDQjJDgz,대신한의원,,,,10,Y,1시간 30분간 무료,전부 휴진,전부 휴진,Y,,,N,,,13시00분~14시00분,,,,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQyIyQxIyQwMCQzNjE0ODEjNDEjJDEjJDQjJDgz,거제한의원,거제해맞이역 1번출구 앞,,,4,N,,휴진,휴진,N,,,N,,,오후1시00분 ~ 오후2시00분,,,,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQyIyQxIyQwMCQzNjEwMDIjODEjJDEjJDIjJDgz,가온자리한의원,한국건강관리협회 옆 국제요리직업전문학교 건물 4층,,,2,N,,휴진,휴진,N,,,N,,,1:00~2:00,,09:00~17:30,,,,0930,1800,0930,1800,0930,1800,0930,1800,0930,1800,,
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQyIyQxIyQwMCQzNjEyMjIjNjEjJDEjJDgjJDgz,호한의원,,,,,,,,,N,,,N,,,13시00분~14시00분,,09시00분~18시00분,09시00분~14시00분,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1500
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,세현한의원,,,,16,N,2000cc 이하 주차가능,종일 휴진,종일 휴진,N,,,N,,,13시00분~14시00분,,09시00분~18시00분,09시00분~13시00분,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ3MiQyNjEyMjIjNTEjJDEjJDYjJDgz,장산부부한의원,,,,,,,전부 휴진,전부 휴진,N,,,N,,,,,09시00분~18시00분,09시00분~13시00분,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjNTEjJDEjJDYjJDgz,정관고려한의원,"롯데캐슬,계룡리슈빌 사이 파리바게트 2층",,,10,N,건물 지하 주차창,휴진,휴진,N,,,N,,,13시00분~14시00분,,,,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjEwMDIjNjEjJDEjJDQjJDgz,버드나무한의원,,,,,,,,,N,,,N,,,13시00분~14시00분,,,,,,0930,2030,0930,1900,,,0930,1900,0930,2030,0900,1500
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,우성한의원,장림동 기업은행,맞은편,맞은편 2층,100,N,장림동센텀병원 2시간 무료주차,전부 휴진,전부 휴진,N,,,N,,,,,"9시30분 ~오후 9시 (월,수 야간진료)",9시 30분 ~ 오후 3시,,,,,,,,,,,,,,
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjEyMjIjNzEjJDEjJDgjJDgz,센텀수한의원,트럼프월드센텀 상가2층,지하철2호선 센텀시티역 4번출구,100M,100,N,,전부 휴진,전부휴진,N,,,N,,,12시30분 ~ 3시,점심시간없음,,,,,0930,1900,0930,1900,0930,1900,,,0930,1900,0930,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE0ODEjNjEjJDEjJDAjJDgz,동의서면한의원,서면 지하철역 13번 출구 국민은행,초읍방향,50m,,,,휴진,휴진,N,,,N,,,13시 00분~14시 00분,,09시 00분~18시 30분,09시 00분~13시 30분,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjODEjJDEjJDYjJDgz,평거한의원,,,,,,,전부휴진,전부휴진,N,,,N,,,13시00분~14시00분,,9시30분~18시00분,9시30분~12시00분,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,사암통도한의원,,,,200,N,,전부 휴진,"일요일,수요일 제외한 공휴일은 정상진료",N,,,N,,,오후 1시~2시,오후 1시~2시,09시00분~1800분,09시00분~18시00분,,,0900,1800,0900,1800,,,0900,1800,0900,1800,0900,1800
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjNDEjJDEjJDQjJDgz,해맑은한의원,,,,,,,전부휴진,전부휴진,N,,,N,,,12시45분~14시00분,,09시15분~17시45분,09시15분~13시30분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5OSQzNjEyMjIjNjEjJDEjJDAjJDgz,참힐링한의원,대연역 2번 출구,남부산농협 뒤 대동교회 맞은 편 이마트24시편의점 건물 2층,도보 2분,30,N,대연SK뷰힐스 아파트 주차장 이용,휴진,오후 2시 이후,N,,,N,,,13시00분~14시00분,,,,,,0930,2000,0930,2000,0930,2000,0930,2000,0930,2000,0930,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,이루다한의원,이루다한의원,서면 지하철역 7번 출구,롯데백화점 후문,,,,휴진,휴진,N,,,N,,,1시~ 2시,없음,9시 ~ 18시까지,9시~15시까지,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1500
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQxMyQzNjEyMjIjNjEjJDEjJDQjJDgz,금강한의원,장림1동 새마을금고 앞,,,,,,전부 휴진,9:30~14:00 진료,N,,,N,,,13시00분~14시30분,,,,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ3MiQyNjEwMDIjODEjJDEjJDYjJDgz,바른몸청담한의원,,,,5,N,승용차만 주차가능,,,N,,,N,,,12시30분~14시00분,,,,,,0930,2100,0930,2100,0930,2100,0930,2100,0930,2100,0930,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,유진한의원,괴정골목시장 옆 / 괴정지하철역 10번출구 (도보2분),,,50,N,,'전부휴진','전부휴진',N,,,N,,,12시30분~14시00분,,,,,,0900,1900,0900,2100,0900,1900,,,0900,2100,0900,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz,주례용한의원,,,,,,,,,N,,,N,,,1시~2시,없음,오전 9시 ~ 오후 7시,오전 9시 ~ 오후 1시,,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz,허재규한의원,부산 수영구 남천동로 36. <KM타워 3층>,남천역 1번 출구에서 408m,남천역 1번 출구에서 408m,1,N,타워 주차장 있음. (SUV차량은 불가),전부휴진,전부휴진,N,,,N,,,1시~2시,,,,0000,0000,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjNTEjJDEjJDYjJDgz,미담한의원,동래경찰서 정문,동래전화국 방향,30m,,,"수안동 주차빌딩 공영주차장 (1시간 무료/ 미담한의원에서 차도 약 1분이내)에 주차하시고 ""주차권"" 받아오셔야 1시간 주차비지원 가능합니다.",휴진없음(오전9시~오후1시까지 진료),휴진없음(8:00~13:00까지 진료),N,,,N,,,12시30분~14시00분,12시30분~14시00분,08시00분~19시30분,08시00분~16시30분,0900,1300,0800,2000,0800,2000,0800,2000,0800,2000,0800,2000,0800,1700
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ5OSQzNjEwMDIjNDEjJDEjJDQjJDgz,김상대한의원,화명역 1번출구,,300,22,N,,전부 휴진,,N,,,N,,,13시00분~14시00분,13사00분~14시00분,,,,,0930,2000,0930,2000,0930,2000,0930,1600,0930,2000,0930,1600
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQwMyQ0NjE0ODEjODEjJDEjJDIjJDgz,범일신통한의원,광안시장,광안시장 건널목 바로 앞,,,,수영 지하 주차장 이용. 진료시간만큼 무료,전부 휴진,9:30 ~ 1: 00,N,,,N,,,1:00 ~ 2:00,,9:30 ~ 6:40,2:30 까지,,,0930,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,1500
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQwMyQyNjE4MzIjNzEjJDEjJDgjJDgz,제일한의원,,,,,,,,,N,,,N,,,13시00분~14시00분,,9시30분~18시00분,,,,0930,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQxMyQyNjEyMjIjNjEjJDEjJDgjJDgz,반여한의원,한누리교회,버스 도로쪽,10m,10,N,행운주차장 ( 도로편 신호등 건너 ),휴뮤,휴뮤,N,,,N,,,13시00분 ~ 14시00분,없음,09시00분~17시30분,09시00분~12시30분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQyIyQ3IyQwMCQ0NjEwMDIjNjEjJDEjJDgjJDgz,대성류한의원,대성류한의원 1F~2F,,,1,N,진료 받으시는 분에 한해 1인 40분 무료주차 가능합니다.,휴진,휴진,N,,,N,,,13:00~14:00,09:00~15:00 (점심시간없음),"진료시작9시~오전접수:12시30분까지, 오후접수:6시30분까지",진료시작9시~2시30분까지,,,0900,1900,0900,1900,0900,1900,0900,1500,0900,1900,0900,1500
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQyIyQ3IyQwMCQyNjE0ODEjNTEjJDEjJDIjJDgz,마이비한의원,엄궁초등학교,,,,,엄궁초등학교 주차장 이용시 1시간 지원,전부휴진,09시30분~14시 00분이후 휴진,N,,,N,,,13시 00분~14시 00분,없음,09시 30분~19시30분,09시 30분~13시 30분,,,0930,2000,0930,2000,0930,2000,0930,2000,0930,2000,0930,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQyIyQ3IyQwMCQyNjEwMDIjNDEjJDEjJDgjJDgz,참사랑한의원,,,,10,N,한의원 옆 신광주차장에 주차 가능합니다,,,N,,,N,,,13:00~14:00,,,,,,0830,1800,0830,1800,0830,1800,0830,1800,0830,1800,0830,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjE4MzIjNTEjJDEjJDYjJDgz,경희세광한의원,사직동 국민시장부근 하삼동 커피 2층,2층,0M,30,Y,진료시 1시간 무료,전부 휴진,전부 휴진,N,,,N,,,13시00분 ~ 14시00분,,09:00-17:30,09:00-12:30,,,0900,1800,0900,1800,,,0900,1800,0900,1800,0900,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ3OSQyNjEwMDIjNjEjJDEjJDQjJDgz,두실정담한의원,금정구 중앙대로1939,두실역5번출구 부산은행3층,,30,N,"로얄캐슬 주차타워나 두실주차장을 이용해주세요, 자세한 내용은 병원에 문의 해주세요^^",전부 휴진,전부 휴진,N,,,N,,,13시00분~14시00분,,"09시30분~19시00분/월,수09시30분~21시00분",09시30분~15시00분,,,0930,2100,0930,1900,0930,2100,0930,1900,0930,1900,0930,1500
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,자연드림한의원,장림시장 IBK기업은행,장림시장 기업은행 맞은 편 3층,10 m,100,N,맞은 편 기업은행 주차장 1시간 무료,휴진,휴진,N,,,N,,,점심시간 없이 진료합니다,,,,,,0900,1500,0900,2000,0900,1500,0900,2000,0900,1500,0900,1300
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ4OSQ0NjEwMDIjODEjJDEjJDIjJDgz,광명한의원,신모라 홈플러스 익스프레스,모라 주공 방향,30미터,,,,전부 휴진,오후 12시 이후,N,,,N,,,12시00분~14시00분,,9시00분~18시00분,9시00분~12시00분,,,0900,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,1200
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ5MiQyNjEyMjIjNjEjJDEjJDAjJDgz,명제한의원,명제한의원,,,7,N,자가주차공간 없으면 맞은편 대진주차장 이용,휴무,오전9시~오후3시30까지,N,,,N,,,오후1시~오후2시30분,,오전9시00분~18시10분,오전9시00분~15시10분,0000,0000,0900,1830,0900,1830,0900,1830,0000,0000,0900,1830,0900,1530
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,자윤수한의원,오륙도sk뷰아파트 후문상가 2층,오륙도sk뷰 아파트 후문,200m,0,N,진료시 지하 상가 주차장 이용가능,전부 휴진,전부 휴진,N,,,N,,,1시 ~ 2시,,"오전 : 10시 ~ 12시 , 오후 : 2시 ~ 6시",10시 ~ 1시,,,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1400
JDQ4MTAxMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,미담한의원,기장시장 후문,후문 건너편,10미터,40,Y,기장시장공영주차장 또는 미소메디컬 타워주차 시 1시간 주차권 지원,,,N,,,N,,,월~금 : 13시00분~14시00분,,09시00분~19시30분,09시00분~13시30분,0900,1400,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1400
