서울ID,주소,요양기관명,전화번호,MonEnd,TuesEnd,WedEnd,ThursEnd,FriEnd,SatEnd,SunEnd,진료시간(공휴일)C,MonStart,TuesStart,WedStart,ThursStart,FriStart,SatStart,SunStart,진료시간(공휴일)S,우편번호1,우편번호2,좌표(X),좌표(Y),작업일시
C1110114,"서울특별시 강동구 구천면로 658, 1층 (상일동)",고덕튼튼약국,02-428-1333,1900,1900,1900,1900,1900,1900,1900,2000,0900,0900,0900,0900,0900,0900,1100,0900,052,82,127.1709285,37.55066467,2024.12.20 17:57
C1108578,"서울특별시 강동구 고덕로 353, 고덕그라시움(제1상가) 254,255호 (고덕동)",고덕퍼스트약국,02-515-7293,2000,2000,2000,2000,2000,1330,1300,2000,0900,0900,0900,0900,0900,0900,0900,0900,052,24,127.1645103,37.5571351,2024.12.20 17:57
C1110196,"서울특별시 강동구 고덕로 262, 고덕역 효성해링턴 타워 더퍼스트 1층 106호 (명일동)",고덕하나약국,02-427-0108,2100,2100,2100,2100,2100,1800,1900,2000,0900,0900,0900,0900,0900,0900,1300,0900,052,69,127.1546222,37.55466766,2024.12.20 17:57
C1109273,"서울특별시 강동구 고덕로 266, 고덕역 대명벨리온 408호 (명일동)",고덕호약국,02-426-3633,1930,2030,1930,1930,2030,1530,1900,2000,0900,0900,0900,0900,0900,0900,1300,0900,052,69,127.1551146,37.55469368,2024.12.20 17:57
C1109891,"서울특별시 노원구 상계로 32, 노원역 보미 더 클래스 오피스텔 1층 105-1호 (상계동)",고래약국,02-938-2023,1930,1930,1930,1930,1930,1600,1900,2000,1000,1000,1000,1000,1000,0900,1300,0900,016,89,127.0587342,37.65502934,2024.12.20 17:57
C1109748,"서울특별시 구로구 디지털로26길 123, 지플러스타워 지하1층 B105호 (구로동)",고래약국,02-856-0630,2000,1900,1900,2000,1900,1600,1900,2000,0800,0800,0800,0800,0800,0900,1300,0900,083,90,126.8976995,37.48308233,2024.12.20 17:57
C1109282,"서울특별시 마포구 신촌로 지하 90, 신촌역 B1 240-107호 (노고산동)",고래약국,02-333-7967,2300,2300,2300,2300,2300,2300,2300,2300,0800,0800,0800,0800,0800,0900,0900,0900,040,58,126.9361192,37.55544179,2024.12.20 17:57
C1101926,서울특별시 강북구 삼양로 337 (수유동),고려약국,02-980-6875,2000,2000,2000,2000,2000,1600,1400,2300,0830,0830,0830,0830,0830,0830,0830,0900,010,98,127.0173457,37.63362152,2024.12.20 17:57
C1104648,"서울특별시 중랑구 상봉로 49, (면목동)",고려약국,02-433-6447,2030,2030,2030,2030,2030,1630,1400,2300,0830,0830,0830,0830,0830,0830,0830,0900,021,62,127.0933756,37.59025901,2024.12.20 17:57
C1102966,"서울특별시 강동구 천호대로 1125, (길동)",고려약국,02-477-5257,1930,1930,1930,1930,1930,1600,1400,2300,0800,0800,0800,0800,0800,0800,0830,0900,053,55,127.1368113,37.53489551,2024.12.20 17:57
C1101928,"서울특별시 서초구 바우뫼로 23, 101호 (우면동,선일상가)",고명약국,02-2057-3448,1845,1845,1845,1845,1845,1400,1400,2300,0915,0915,0915,0915,0915,0915,0830,0900,067,62,127.0252555,37.4704096,2024.12.20 17:57
C1102978,서울특별시 송파구 마천로41길 21 (마천동),고바우약국,02-402-0730,1950,1950,1950,1950,1950,1900,1800,2300,0900,0900,0900,0900,0900,0900,1100,0900,057,51,127.150033,37.49712122,2024.12.20 17:57
C1104792,서울특별시 금천구 금하로24길 57,고성희약국,02-808-3616,2200,2200,2200,2200,2200,2200,2200,2200,0830,0830,0830,0830,0830,0830,0830,0830,086,47,126.9088241,37.44848397,2024.12.20 17:57
C1108687,"서울특별시 서초구 신반포로 194, 서울고속버스터미널 본관동1층 쇼케이스1호 (반포동)",고속터미널약국,02-595-2260,2100,2100,2100,2100,2100,2100,2100,2100,0900,0900,0900,0900,0900,0900,0900,0900,065,45,127.0068344,37.50643574,2024.12.20 17:57
C1109513,"서울특별시 광진구 구의로 7, 1층 2호 (구의동)",고약국,02-457-6159,2100,2100,2100,2100,2100,2100,2100,2100,0900,0900,0900,0900,0900,0900,1400,1400,050,44,127.0890693,37.53860554,2024.12.20 17:57
C1107477,"서울특별시 서초구 신반포로 지하 188, 지하1층 (반포동, 강남고속터미널역)",고연뿌리약국,02-534-7500,2100,2100,2100,2100,2100,2100,2100,2100,0900,0900,0900,0900,0900,0900,0900,0900,065,45,127.0049499,37.50492674,2024.12.20 17:57
C1103347,"서울특별시 강서구 양천로 500, 등촌동노블리움오피스텔 115호 (등촌동)",고운마음약국,02-3663-7779,2100,2100,2100,2100,2100,2000,2100,2100,0940,0940,0940,0940,0940,0940,0900,0900,075,48,126.8555312,37.56053718,2024.12.20 17:57
C1108250,"서울특별시 송파구 송이로32길 37, 201동 1층 04호 (문정동, 문정푸르지오아파트)",고운약국,02-400-8786,2100,2100,2100,2100,1900,2000,1700,1800,0900,0900,0900,0900,0900,0940,0900,0900,057,97,127.1272443,37.48698109,2024.12.20 17:57
C1101981,"서울특별시 금천구 시흥대로153길 68, (가산동)",고원약국,02-856-7123,2200,2200,2200,2200,2200,2200,2200,2200,0900,0900,0900,0900,0900,0900,0900,0900,085,29,126.8947468,37.47685999,2024.12.20 17:57
C1104427,"서울특별시 은평구 은평로 8, (신사동)",고은약국,02-303-7311,1900,1900,1900,1900,1900,1500,2200,2200,0850,0850,0850,0850,0850,0850,0900,0900,034,50,126.9097429,37.59673624,2024.12.20 17:57
C1101879,서울특별시 동작구 사당로23길 185 (사당동),고은약국,02-532-5384,1900,1900,1900,1900,1900,1400,2200,2200,0900,0900,0900,0900,0900,0900,0900,0900,069,89,126.9707059,37.4903853,2024.12.20 17:57
C1101880,"서울특별시 강동구 천호대로 1153, 1층 (길동)",고은온누리약국,02-477-9403,2030,2030,2030,2030,2030,1730,2200,1500,0810,0810,0810,0810,0810,0810,0900,1000,053,56,127.1396481,37.53408327,2024.12.20 17:57
C1104558,서울특별시 동작구 여의대방로36길 1 (대방동),고은온누리약국,02-826-8347,2000,2000,2000,2000,2000,1600,2200,1500,0930,0930,0930,0930,0930,0930,0900,1000,069,45,126.9223804,37.50422938,2024.12.20 17:57
C1101916,서울특별시 은평구 증산로3길 8,고일약국,02-303-9715,2000,2000,2000,2000,2000,1500,2200,1500,0900,0900,0900,0900,0900,0900,0900,1000,035,00,126.9055297,37.58113082,2024.12.20 17:57
C1103267,서울특별시 강북구 도봉로 167,고전약국,02-988-7851,1730,1730,2000,1730,1730,1230,2200,1500,0830,0830,0900,0830,0830,0830,0900,1000,011,71,127.0268392,37.6236406,2024.12.20 17:57
C1109494,"서울특별시 구로구 경인로 387, 스카이타워 1층 (고척동)",고척스카이약국,02-3666-9662,1830,2000,2000,2000,1830,1420,2200,1500,0900,0900,0900,0900,0900,0900,0900,1000,082,27,126.8631426,37.49708685,2024.12.20 17:57
C1109299,"서울특별시 구로구 경인로47길 126, 1층 (고척동)",고척시장약국,02-2681-3535,1930,1930,1930,1930,1930,1600,2200,1600,0900,0900,0900,0900,0900,0900,0900,1100,082,19,126.8634825,37.50420906,2024.12.20 17:57
C1108047,"서울특별시 구로구 중앙로15길 29, 1층 (고척동)",고척햇살약국,02-6091-0823,1830,1830,1830,1830,1830,1330,2200,1600,0830,0830,0830,0830,0830,0830,0900,1100,082,41,126.8581677,37.50634746,2024.12.20 17:57
C1109534,서울특별시 중구 남대문로 22(남대문로3가),고향약국,02-3789-7749,1930,1930,1930,1930,1930,1930,1800,1600,0730,0730,0730,0730,0730,0730,0800,1100,045,29,126.9781495,37.56084555,2024.12.20 17:57
C1102965,서울특별시 강남구 선릉로86길 31,골드로즈약국,02-567-3609,2000,2000,2000,2000,2000,1600,1800,1600,0900,0900,0900,0900,0900,0900,0800,1100,061,93,127.0520436,37.50416629,2024.12.20 17:57
C1103495,"서울특별시 동작구 동작대로 89, 504호 (사당동, 골든시네마타워)",골드약국,02-588-8013,1900,1900,1900,1900,1900,1600,1800,1600,0900,0900,0900,0900,0900,0900,0800,1100,070,13,126.9816657,37.48461403,2024.12.20 17:57
C1101976,"서울특별시 강서구 곰달래로 226, (화곡동)",곰달래약국,02-2642-4196,1900,1900,1900,1900,1900,1500,1800,1600,0900,0900,0900,0900,0900,0900,0800,1100,077,84,126.8580913,37.53157616,2024.12.20 17:57
C1108731,"서울특별시 서초구 방배로 226, 3층 303호 (방배동)",곰돌이스타약국,02-595-8795,2400,2400,2400,2400,2400,2400,2400,2400,0900,0900,0900,0900,0900,0900,0900,0900,065,84,126.9904493,37.49336916,2024.12.20 17:57
C1109874,"서울특별시 강남구 언주로7길 6, 1층 117호 (개포동, 개포자이르네)",곰돌이약국,02-3462-3888,2000,2200,2000,2200,2000,1800,1800,1800,0900,0900,0900,0900,0900,0900,0900,0900,063,10,127.0554838,37.47857819,2024.12.20 17:57
C1109867,"서울특별시 중구 왕십리로 407, B2-05-02호 (신당동, 신당 파인힐 하나유보라)",곰돌이약국,02-6953-7635,2145,2145,2145,2145,2145,2145,2145,2145,0900,0900,0900,0900,0900,0900,0900,0900,045,80,127.02471,37.56478,2024.12.20 17:57
C1107947,서울특별시 은평구 연서로 73 (역촌동),곰약국,02-355-8322,1900,1900,1900,1900,1900,1500,2145,2145,0900,0900,0900,0900,0900,0900,0900,0900,034,17,126.9150659,37.60564576,2024.12.20 17:57
C1104272,"서울특별시 은평구 연서로 73, (역촌동)",곰약국,02-355-8322,1900,1900,1900,1900,1900,1500,2145,2145,0900,0900,0900,0900,0900,0900,0900,0900,034,17,126.9150659,37.60564576,2024.12.20 17:57
C1109392,"서울특별시 송파구 잠실로 209, KT송파타워 지하1층 1호 (신천동)",공감약국,02-419-8885,1900,1900,1900,1900,1900,1500,2145,2145,0900,0900,0900,0900,0900,0900,0900,0900,055,52,127.1063644,37.51387107,2024.12.20 17:57
C1108222,"서울특별시 마포구 백범로 212, 2층 (신공덕동, 대우 월드마크마포)",공덕역마트약국,02-715-2483,2030,2030,2030,2030,2030,2030,2030,2030,1030,1030,1030,1030,1030,1030,1030,1030,041,96,126.9533655,37.54243151,2024.12.20 17:57
C1109287,"서울특별시 마포구 만리재로 15, 제일빌딩 1층 19호 (공덕동)",공덕제일약국,02-707-1012,1930,1930,2000,1930,2000,1530,2030,2030,0900,0900,0900,0900,0900,0900,1030,1030,042,14,126.9527677,37.54458493,2024.12.20 17:57
C1103541,"서울특별시 종로구 종로 228, 1층 (종로5가)",공생약국,02-2277-1366,1930,1930,1930,1930,1930,1930,1900,2030,0900,0900,0900,0900,0900,0900,1000,1030,031,96,127.0030732,37.57070046,2024.12.20 17:57
C1109511,"서울특별시 성북구 동소문로44길 17, 102동 106호 (하월곡동, 성북힐스테이트)",공원아이사랑약국,02-909-0322,2000,2000,2000,2000,2000,1600,1600,2030,0900,0900,0900,0900,0900,0900,0900,1030,027,33,127.0290108,37.60654978,2024.12.20 17:57
C1101980,서울특별시 영등포구 신길로 252 (영등포동),공원온누리약국,02-836-2086,1830,1830,1830,1830,1830,1300,1600,2030,0900,0900,0900,0900,0900,0900,0900,1030,073,12,126.9117672,37.5141173,2024.12.20 17:57
C1102026,서울특별시 성동구 성덕정길 105(성수동2가),공중약국,02-3409-2755,1900,1900,1900,1900,1900,1300,1600,2030,0900,0900,0900,0900,0900,0900,0900,1030,047,76,127.0551119,37.53744794,2024.12.20 17:57
C1107244,"서울특별시 강서구 공항대로 38, 1층 (공항동)",공항메디칼약국,02-3664-5157,1900,2000,1900,2000,1900,1400,1600,2030,0830,0830,0830,0830,0830,0830,0900,1030,076,23,126.8115727,37.56097409,2024.12.20 17:57
C1102028,"서울특별시 강서구 방화동로 37, 메디스타워 102호 (방화동)",공항시장샘온누리약국,02-2064-2204,1930,1930,1930,1930,1930,1400,1600,2030,0800,0800,0800,0800,0800,0800,0900,1030,076,20,126.8106821,37.56418228,2024.12.20 17:57
C1103494,서울특별시 강서구 방화동로 10-2,공항약국,02-2661-4889,1900,1900,1900,1900,1900,1400,1600,2030,0900,0900,0900,0900,0900,0800,0900,1030,076,19,126.809042,37.56224529,2024.12.20 17:57
C1108709,"서울특별시 관악구 신림로 141, 1층 (신림동)",관악그랜드약국,02-877-1023,2000,2000,2000,2000,2000,1700,1600,2030,0900,0900,0900,0900,0900,0900,0900,1030,088,46,126.9334415,37.47159171,2024.12.20 17:57
C1103515,"서울특별시 관악구 남부순환로 1838, 2층 (봉천동)",관악소망약국,02-878-4568,1800,1800,1800,1800,1800,1600,1600,2030,0900,0900,0900,0900,0900,0900,0900,1030,087,88,126.9539625,37.48043139,2024.12.20 17:57
C1110411,"서울특별시 관악구 관악로 201, 1층 (봉천동)",관악약국,02-6053-3337,2000,2000,2000,2000,2000,1600,1600,2030,0900,0900,0900,0900,0900,0900,0900,1030,087,45,126.9537648,37.48313956,2024.12.20 17:57
C1102387,서울특별시 관악구 남부순환로 1630  (신림동),관악우리약국,02-886-9878,1815,1815,1815,1815,1815,1330,1600,2030,0830,0830,0830,0830,0830,0830,0900,1030,087,77,126.9317551,37.48424552,2024.12.20 17:57
C1110468,"서울특별시 관악구 은천로 118, 1층 105호 (봉천동)",관악제일약국,02-877-2687,2100,2100,2100,2100,2100,1500,1600,2030,0800,0800,0800,0800,0800,0800,0900,1030,087,43,126.9482971,37.48657734,2024.12.20 17:57
C1102189,"서울특별시 관악구 관악로 248, 1층 (봉천동)",관악희망약국,02-885-4940,1800,1800,1800,1800,1800,1300,1600,2030,0900,0900,0900,0900,0900,0900,0900,1030,087,35,126.95715,37.48621012,2024.12.20 17:57
C1101970,"서울특별시 마포구 양화로 191, 1층 (동교동)",광명약국,02-324-2985,2030,2000,2000,2000,2000,1600,1600,2030,0900,0900,0900,0900,0900,0900,0900,1030,039,85,126.9257655,37.55867878,2024.12.20 17:57
C1102948,서울특별시 강남구 강남대로 520  (논현동),광성약국,02-548-7304,2100,2100,2100,2100,2100,2000,1600,2030,0800,0800,0800,0800,0800,0800,0900,1030,061,14,127.023051,37.50867738,2024.12.20 17:57
C1102018,서울특별시 마포구 도화길 32,광실약국,02-711-3627,2000,2000,2000,2000,2000,1830,1600,2030,0800,0800,0800,0800,0800,0800,0900,1030,041,70,126.9495926,37.54085321,2024.12.20 17:57
C1109384,"서울특별시 서대문구 성산로 494-30, 대우빌딩 1층 (대신동)",광장약국,02-364-5595,1900,1900,1900,1900,1900,1300,1600,2030,0840,0840,0840,0840,0840,0840,0900,1030,037,65,126.9413767,37.56060858,2024.12.20 17:57
C1104464,"서울특별시 관악구 관악로40길 47, 현대상가 1동 1층 5호 (봉천동)",광장약국,070-7744-6763,1900,1900,1900,1900,1900,1400,1600,2030,0900,0900,0900,0900,0900,0900,0900,1030,087,30,126.9589248,37.49205505,2024.12.20 17:57
C1107644,서울특별시 금천구 금하로 710,광장온누리약국,02-803-7549,1930,1930,1930,1930,1930,1530,1600,2030,0850,0850,0850,0850,0850,0850,0900,1030,086,44,126.9086886,37.45088534,2024.12.20 17:57
C1100168,"서울특별시 관악구 신림로 107, 1층 (신림동)",광장온누리약국,02-886-3509,1900,1900,1900,1900,1900,1400,1600,2030,0900,0900,0900,0900,0900,0900,0900,1030,088,13,126.9373962,37.4705314,2024.12.20 17:57
C1102938,"서울특별시 광진구 면목로 130, 1층 (중곡동)",광제사약국,02-464-1832,2100,2100,2100,2100,2100,1900,1900,2030,0830,0830,0830,0830,0830,0830,1200,1030,049,10,127.0808959,37.56497291,2024.12.20 17:57
C1103522,서울특별시 관악구 관악로 268 (봉천동),광주약국,02-884-2000,2100,2100,2100,2100,2100,2100,2100,2030,0900,0900,0900,0900,0900,0900,0900,1030,087,33,126.9582746,37.48792532,2024.12.20 17:57
C1104550,"서울특별시 동작구 동작대로 127, 1층 (사당동)",광주약국,02-591-0075,2200,2200,2200,2200,2200,2200,2100,2030,0900,0900,0900,0900,0900,0900,0900,1030,070,08,126.9819445,37.48797051,2024.12.20 17:57
C1102943,서울특별시 중구 퇴계로 45 (남창동),광주참약국,02-756-3609,2100,2100,2100,2100,2100,1900,2100,2030,0800,0800,0800,0800,0800,0800,0900,1030,045,29,126.9775666,37.55828715,2024.12.20 17:57
C1110271,"서울특별시 광진구 천호대로 566, 동우빌딩 1층 (능동)",광진365플러스약국,02-455-3655,2330,2330,2330,2330,2330,2330,2330,2330,0900,0900,0900,0900,0900,0900,0900,0900,049,85,127.0806461,37.55637055,2024.12.20 17:57
C1109808,"서울특별시 광진구 자양로 168, 101호 (구의동, 광진 더프레236)",광진바른약국,02-454-3311,1930,1930,1930,1930,1930,1500,2330,2330,0830,0830,0830,0830,0830,0830,0900,0900,050,38,127.0846048,37.54263602,2024.12.20 17:57
C1103276,서울특별시 광진구 자양로 43  (자양동),광진백화점약국,02-457-7873,1800,1800,1800,1800,1800,1300,2330,2330,0900,0900,0900,0900,0900,0900,0900,0900,051,03,127.0855376,37.53170694,2024.12.20 17:57
C1102946,"서울특별시 중구 다산로 183, 조영호내과의원 1층 (신당동)",광진약국,02-2237-5296,2000,2000,2000,2000,2000,1700,2330,2330,0800,0800,0800,0800,0800,0800,0900,0900,046,08,127.0133462,37.5599105,2024.12.20 17:57
C1109799,"서울특별시 광진구 자양로 164, 하림빌딩 1층 (구의동)",광진제일큰약국,02-6215-2225,2400,2400,2400,2400,2400,2400,2400,2400,0900,0900,0900,0900,0900,0900,0900,0900,050,39,127.0843855,37.54227208,2024.12.20 17:57
C1101967,"서울특별시 광진구 면목로 113-1, 1층 (중곡동)",광진프라자약국,02-466-0652,1800,1800,1800,1800,1800,1500,2400,2400,0900,0900,0900,0900,0900,0900,0900,0900,049,11,127.0799768,37.56390423,2024.12.20 17:57
C1101968,서울특별시 광진구 능동로 298 (능동),광해약국,02-447-8188,1930,1930,1930,1930,1930,1700,2400,1700,0900,0900,0900,0900,0900,0900,0900,1000,049,85,127.0793048,37.55624658,2024.12.20 17:57
C1101196,"서울특별시 서대문구 성산로17길 5, (연희동)",광혜약국,02-362-6250,1900,1900,1900,1900,1900,1600,2400,1700,0900,0900,0900,0900,0900,1000,0900,1000,037,26,126.9313943,37.5630112,2024.12.20 17:57
C1108383,"서울특별시 종로구 삼봉로 44, 1층 (청진동)",광화문123약국,02-723-0124,2100,2100,2100,2100,2100,1600,2400,1700,0800,0800,0800,0800,0800,1000,0900,1000,031,56,126.9796741,37.57239226,2024.12.20 17:57
C1107770,"서울특별시 종로구 세종대로 159, 4층 (세종로)",광화문윤약국,02-720-1717,1900,1900,1900,1900,1900,1300,2400,1700,0900,0900,0900,0900,0900,0900,0900,1000,031,83,126.9763412,37.57060488,2024.12.20 17:57
C1109921,"서울특별시 종로구 새문안로 89, 정우빌딩 201호 (신문로1가)",광화문이층약국,02-6952-7838,1900,1900,1900,1900,1900,1400,2400,1700,0930,0930,0930,0930,0930,1000,0900,1000,031,82,126.9745133,37.57047431,2024.12.20 17:57
C1103919,"서울특별시 중구 퇴계로 322, 정미식품 (광희동2가)",광희약국,02-2273-5555,2200,2200,2200,2200,2200,2200,2400,1700,0900,0900,0900,0900,0900,0900,0900,1000,046,14,127.0074645,37.56401308,2024.12.20 17:57
C1110324,"서울특별시 서초구 서초중앙로 142, 지하2층 1호 (서초동)",교대약국,02-6958-8872,1930,1930,1930,1930,1930,1500,2400,1700,0820,0820,0820,0820,0820,0830,0900,1000,066,05,127.0137914,37.49456718,2024.12.20 17:57
C1107873,"서울특별시 관악구 남부순환로 1827, 1층 (봉천동)",교보약국,02-878-7582,2030,2100,2030,2100,2030,1800,1830,1830,0930,0930,0930,0930,0930,0930,0930,0930,087,38,126.9534118,37.48134425,2024.12.20 17:57
C1108941,"서울특별시 종로구 대학로5길 35, 101호, 201호 (연건동)",교회옆약국,02-763-7639,1900,1900,1900,1900,1900,1800,1830,1830,0830,0830,0830,0830,0830,0930,0930,0930,030,82,127.0006678,37.57900794,2024.12.20 17:57
C1110413,"서울특별시 구로구 고척로 140, 제일빌딩 1층 (고척동)",구로365약국,02-2687-1607,2000,2000,2000,2000,2000,1800,1800,1800,0900,0900,0900,0900,0900,0900,0900,0900,082,35,126.8496312,37.5023805,2024.12.20 17:57
